Fx1,Fy1,Fz1,Tx1,Ty1,Tz1,Fx2,Fy2,Fz2,Tx2,Ty2,Tz2,Fx3,Fy3,Fz3,Tx3,Ty3,Tz3,Fx4,Fy4,Fz4,Tx4,Ty4,Tz4,Fx5,Fy5,Fz5,Tx5,Ty5,Tz5,Fx6,Fy6,Fz6,Tx6,Ty6,Tz6,Fx7,Fy7,Fz7,Tx7,Ty7,Tz7,Fx8,Fy8,Fz8,Tx8,Ty8,Tz8,Fx9,Fy9,Fz9,Tx9,Ty9,Tz9,Fx10,Fy10,Fz10,Tx10,Ty10,Tz10,Fx11,Fy11,Fz11,Tx11,Ty11,Tz11,Fx12,Fy12,Fz12,Tx12,Ty12,Tz12,Fx13,Fy13,Fz13,Tx13,Ty13,Tz13,Fx14,Fy14,Fz14,Tx14,Ty14,Tz14,Fx15,Fy15,Fz15,Tx15,Ty15,Tz15,class
-1.0,-1.0,63.0,-3.0,-1.0,0.0,0.0,0.0,62.0,-3.0,-1.0,0.0,-1.0,-1.0,61.0,-3.0,0.0,0.0,-1.0,-1.0,63.0,-2.0,-1.0,0.0,-1.0,-1.0,63.0,-3.0,-1.0,0.0,-1.0,-1.0,63.0,-3.0,-1.0,0.0,-1.0,-1.0,63.0,-3.0,0.0,0.0,-1.0,-1.0,63.0,-3.0,-1.0,0.0,-1.0,-1.0,63.0,-3.0,-1.0,0.0,-1.0,-1.0,61.0,-3.0,0.0,0.0,-1.0,-1.0,61.0,-3.0,0.0,0.0,-1.0,-1.0,64.0,-3.0,-1.0,0.0,-1.0,-1.0,64.0,-3.0,-1.0,0.0,-1.0,-1.0,60.0,-3.0,0.0,0.0,-1.0,0.0,64.0,-2.0,-1.0,0.0,normal
-21.0,-50.0,46.0,-180.0,266.0,98.0,-119.0,2.0,146.0,5.0,-115.0,-14.0,-38.0,-10.0,43.0,-8.0,-27.0,-4.0,3.0,9.0,66.0,-5.0,-3.0,-2.0,5.0,12.0,59.0,-16.0,11.0,1.0,-9.0,2.0,73.0,-2.0,-13.0,0.0,0.0,-4.0,51.0,5.0,-2.0,0.0,13.0,-3.0,66.0,3.0,18.0,0.0,8.0,-1.0,66.0,1.0,12.0,1.0,-5.0,0.0,54.0,-1.0,-7.0,0.0,-3.0,-1.0,63.0,1.0,-5.0,-1.0,-7.0,-2.0,65.0,3.0,-8.0,0.0,-1.0,-1.0,61.0,2.0,-1.0,0.0,-1.0,1.0,65.0,-2.0,-3.0,0.0,4.0,1.0,64.0,-2.0,7.0,1.0,collision
-1.0,3.0,43.0,-21.0,-8.0,0.0,0.0,4.0,46.0,-26.0,-6.0,-1.0,3.0,2.0,38.0,-23.0,-4.0,-1.0,2.0,3.0,39.0,-26.0,-4.0,0.0,3.0,3.0,32.0,-22.0,-2.0,-1.0,3.0,0.0,35.0,-21.0,-3.0,-1.0,4.0,0.0,40.0,-23.0,-5.0,0.0,4.0,3.0,29.0,-34.0,-9.0,-1.0,4.0,4.0,27.0,-37.0,-11.0,-2.0,1.0,6.0,25.0,-39.0,-16.0,0.0,2.0,4.0,29.0,-43.0,-18.0,1.0,1.0,4.0,22.0,-37.0,-19.0,1.0,-3.0,4.0,26.0,-39.0,-26.0,1.0,-2.0,3.0,19.0,-34.0,-25.0,2.0,-2.0,1.0,19.0,-32.0,-26.0,3.0,fr_collision
18.0,14.0,-113.0,74.0,140.0,12.0,20.0,11.0,-139.0,89.0,154.0,13.0,21.0,10.0,-157.0,99.0,165.0,16.0,19.0,15.0,-177.0,103.0,170.0,21.0,20.0,17.0,-192.0,105.0,178.0,22.0,13.0,21.0,-227.0,109.0,171.0,21.0,12.0,23.0,-234.0,108.0,170.0,20.0,5.0,27.0,-242.0,102.0,155.0,18.0,1.0,37.0,-243.0,76.0,144.0,18.0,-8.0,44.0,-280.0,70.0,131.0,16.0,-12.0,50.0,-304.0,65.0,132.0,16.0,-12.0,55.0,-325.0,64.0,137.0,17.0,-18.0,65.0,-359.0,57.0,138.0,16.0,-22.0,69.0,-399.0,66.0,138.0,16.0,-25.0,78.0,-429.0,60.0,144.0,17.0,obstruction
-35.0,17.0,-1029.0,-232.0,27.0,1.0,-45.0,31.0,-1395.0,-151.0,12.0,-11.0,10.0,-20.0,22.0,12.0,9.0,-1.0,-1.0,-24.0,62.0,20.0,-9.0,0.0,1.0,2.0,51.0,-13.0,-4.0,-2.0,-1.0,-4.0,59.0,-5.0,-7.0,0.0,1.0,1.0,56.0,-12.0,-4.0,-2.0,4.0,4.0,58.0,-15.0,3.0,-1.0,3.0,4.0,62.0,-16.0,0.0,-1.0,0.0,8.0,57.0,-19.0,-6.0,-1.0,-4.0,8.0,60.0,-20.0,-9.0,-1.0,-4.0,7.0,59.0,-18.0,-8.0,-1.0,-3.0,6.0,59.0,-17.0,-6.0,-1.0,-2.0,5.0,58.0,-17.0,-6.0,-1.0,-2.0,4.0,59.0,-16.0,-6.0,-1.0,obstruction
-3.0,1.0,53.0,-10.0,-4.0,0.0,0.0,-2.0,65.0,-4.0,-1.0,0.0,-1.0,-1.0,56.0,-7.0,-3.0,0.0,0.0,-2.0,60.0,-6.0,0.0,0.0,-1.0,-1.0,57.0,-7.0,-4.0,0.0,-1.0,-1.0,56.0,-7.0,-3.0,0.0,-1.0,-1.0,61.0,-8.0,-5.0,0.0,-1.0,0.0,57.0,-6.0,-5.0,0.0,-2.0,-1.0,57.0,-7.0,-4.0,1.0,-1.0,0.0,53.0,-10.0,-5.0,-1.0,0.0,-2.0,70.0,-7.0,-5.0,0.0,-1.0,0.0,67.0,-10.0,-7.0,-1.0,0.0,-2.0,50.0,-3.0,-1.0,0.0,-1.0,-1.0,59.0,-9.0,-4.0,0.0,0.0,-2.0,61.0,-6.0,-1.0,0.0,normal
-3.0,0.0,44.0,-11.0,-8.0,-2.0,0.0,-4.0,30.0,-5.0,-6.0,-2.0,-3.0,1.0,33.0,-15.0,-8.0,-2.0,-2.0,-1.0,23.0,-13.0,-9.0,-2.0,-3.0,0.0,15.0,-16.0,-14.0,-1.0,-2.0,0.0,-2.0,-19.0,-15.0,-2.0,-3.0,-1.0,-59.0,-27.0,-23.0,-2.0,-4.0,-2.0,-110.0,-33.0,-29.0,-2.0,-4.0,-3.0,-189.0,-46.0,-36.0,-3.0,-4.0,0.0,-297.0,-69.0,-39.0,-6.0,-1.0,3.0,-457.0,-106.0,-44.0,-9.0,0.0,7.0,-683.0,-144.0,-52.0,-14.0,2.0,12.0,-991.0,-197.0,-70.0,-20.0,0.0,6.0,-1368.0,-190.0,-80.0,-24.0,-3.0,-10.0,-1547.0,-127.0,-70.0,-25.0,obstruction
-1.0,1.0,58.0,-8.0,-4.0,1.0,-2.0,0.0,57.0,-7.0,-3.0,1.0,0.0,0.0,63.0,-11.0,-6.0,0.0,-2.0,-1.0,64.0,-9.0,-6.0,1.0,-2.0,0.0,54.0,-9.0,-5.0,1.0,-1.0,-1.0,57.0,-9.0,-4.0,0.0,-2.0,2.0,58.0,-10.0,-5.0,1.0,0.0,-3.0,63.0,-7.0,-1.0,0.0,-1.0,0.0,57.0,-8.0,-3.0,1.0,0.0,0.0,60.0,-10.0,-5.0,0.0,-1.0,1.0,56.0,-10.0,-3.0,0.0,0.0,0.0,55.0,-8.0,-3.0,2.0,-1.0,-1.0,50.0,-7.0,-2.0,-1.0,-1.0,-2.0,57.0,-6.0,-4.0,0.0,0.0,2.0,63.0,-12.0,-2.0,1.0,normal
2.0,-3.0,70.0,-3.0,-1.0,0.0,0.0,7.0,69.0,-21.0,14.0,-15.0,-20.0,-7.0,52.0,9.0,-41.0,0.0,0.0,-2.0,63.0,-7.0,3.0,0.0,2.0,0.0,62.0,-6.0,2.0,-1.0,-3.0,0.0,57.0,-6.0,-5.0,-1.0,-2.0,-1.0,54.0,-4.0,-7.0,0.0,3.0,-5.0,54.0,0.0,3.0,-1.0,4.0,-3.0,63.0,-5.0,3.0,-1.0,1.0,-3.0,63.0,-3.0,0.0,0.0,-1.0,-3.0,59.0,-3.0,-7.0,-1.0,1.0,-3.0,60.0,-3.0,0.0,0.0,0.0,0.0,60.0,-8.0,-1.0,0.0,-1.0,0.0,57.0,-8.0,-6.0,-1.0,-1.0,1.0,58.0,-9.0,-3.0,0.0,collision
3.0,-10.0,-7.0,-44.0,1.0,5.0,-1.0,-86.0,-628.0,-338.0,-98.0,16.0,-35.0,-79.0,-685.0,-418.0,-206.0,46.0,-60.0,-113.0,-800.0,-453.0,-302.0,76.0,-78.0,-159.0,-1032.0,-535.0,-395.0,104.0,-92.0,-195.0,-1274.0,-672.0,-468.0,123.0,-66.0,-110.0,-614.0,-340.0,-284.0,83.0,27.0,-38.0,-640.0,-498.0,-38.0,3.0,4.0,-44.0,-654.0,-476.0,-88.0,9.0,11.0,-50.0,-606.0,-445.0,-70.0,3.0,13.0,-63.0,-598.0,-425.0,-63.0,2.0,11.0,-58.0,-601.0,-429.0,-64.0,3.0,10.0,-53.0,-595.0,-425.0,-63.0,3.0,10.0,-56.0,-599.0,-427.0,-65.0,3.0,10.0,-57.0,-599.0,-426.0,-67.0,4.0,obstruction
0.0,1.0,70.0,-10.0,-2.0,-1.0,-1.0,1.0,60.0,-4.0,-1.0,0.0,1.0,1.0,53.0,-6.0,3.0,1.0,2.0,1.0,51.0,-2.0,8.0,1.0,2.0,2.0,57.0,-4.0,9.0,2.0,2.0,2.0,45.0,0.0,13.0,1.0,2.0,2.0,29.0,3.0,19.0,3.0,5.0,3.0,22.0,7.0,30.0,4.0,3.0,7.0,3.0,6.0,36.0,5.0,7.0,8.0,-4.0,14.0,50.0,8.0,7.0,9.0,-22.0,20.0,56.0,9.0,9.0,12.0,-34.0,24.0,72.0,10.0,13.0,13.0,-49.0,33.0,87.0,12.0,16.0,12.0,-69.0,49.0,107.0,13.0,16.0,11.0,-94.0,64.0,122.0,17.0,fr_collision
-1.0,3.0,46.0,-3.0,-2.0,1.0,-4.0,3.0,37.0,0.0,-2.0,1.0,-2.0,4.0,37.0,0.0,2.0,2.0,-3.0,2.0,26.0,7.0,-3.0,1.0,-4.0,2.0,23.0,6.0,-5.0,0.0,-5.0,3.0,26.0,5.0,-6.0,0.0,-4.0,2.0,24.0,5.0,-6.0,1.0,-6.0,5.0,22.0,6.0,-6.0,-1.0,-5.0,5.0,17.0,9.0,-2.0,0.0,-6.0,8.0,8.0,2.0,-2.0,1.0,-5.0,7.0,11.0,6.0,0.0,0.0,-6.0,7.0,1.0,1.0,-2.0,1.0,-7.0,9.0,9.0,3.0,-2.0,1.0,0.0,4.0,6.0,24.0,14.0,0.0,-3.0,6.0,-12.0,18.0,15.0,1.0,fr_collision
-1.0,2.0,56.0,-11.0,-2.0,-1.0,-1.0,0.0,58.0,-8.0,-6.0,0.0,-4.0,1.0,57.0,-13.0,-8.0,-1.0,-2.0,1.0,53.0,-12.0,-7.0,-1.0,-2.0,1.0,51.0,-11.0,-6.0,-1.0,-2.0,2.0,57.0,-14.0,-8.0,-1.0,-2.0,0.0,58.0,-12.0,-8.0,-1.0,-1.0,2.0,54.0,-14.0,-8.0,-1.0,-2.0,3.0,57.0,-17.0,-8.0,0.0,-2.0,5.0,53.0,-20.0,-7.0,-1.0,-3.0,2.0,53.0,-16.0,-9.0,-1.0,-2.0,2.0,52.0,-18.0,-9.0,-1.0,-1.0,-1.0,54.0,-12.0,-8.0,0.0,-2.0,1.0,56.0,-16.0,-8.0,-1.0,-1.0,0.0,50.0,-16.0,-9.0,0.0,normal
4.0,6.0,50.0,-25.0,1.0,0.0,4.0,8.0,44.0,-26.0,2.0,-1.0,5.0,8.0,41.0,-29.0,3.0,-2.0,6.0,8.0,39.0,-26.0,2.0,-2.0,7.0,8.0,39.0,-29.0,4.0,-2.0,7.0,8.0,32.0,-32.0,4.0,-2.0,8.0,7.0,37.0,-30.0,1.0,-2.0,6.0,9.0,32.0,-33.0,1.0,-2.0,8.0,11.0,26.0,-38.0,-1.0,-4.0,12.0,9.0,31.0,-37.0,4.0,-5.0,13.0,7.0,25.0,-36.0,7.0,-5.0,13.0,13.0,9.0,-41.0,8.0,-5.0,14.0,14.0,12.0,-41.0,5.0,-6.0,17.0,15.0,4.0,-46.0,14.0,-7.0,19.0,14.0,2.0,-42.0,10.0,-7.0,fr_collision
-4.0,7.0,10.0,5.0,0.0,1.0,-1.0,8.0,10.0,4.0,4.0,2.0,-6.0,9.0,-11.0,26.0,3.0,0.0,-7.0,12.0,-39.0,34.0,4.0,-1.0,-6.0,14.0,-65.0,49.0,10.0,0.0,-8.0,21.0,-100.0,52.0,15.0,0.0,-6.0,26.0,-119.0,61.0,25.0,3.0,-7.0,35.0,-169.0,77.0,43.0,6.0,-3.0,48.0,-239.0,102.0,70.0,9.0,4.0,57.0,-301.0,139.0,102.0,16.0,0.0,52.0,-296.0,139.0,95.0,12.0,1.0,48.0,-276.0,133.0,94.0,13.0,2.0,47.0,-264.0,129.0,94.0,14.0,3.0,45.0,-257.0,125.0,92.0,15.0,4.0,44.0,-252.0,123.0,94.0,15.0,obstruction
0.0,2.0,50.0,-13.0,-4.0,-1.0,0.0,0.0,58.0,-8.0,-3.0,-2.0,0.0,0.0,67.0,-11.0,-3.0,-1.0,0.0,-1.0,52.0,-7.0,-4.0,-1.0,0.0,0.0,56.0,-8.0,-6.0,-2.0,-1.0,1.0,64.0,-11.0,-5.0,-1.0,0.0,0.0,68.0,-9.0,-5.0,-1.0,-1.0,3.0,59.0,-16.0,-8.0,-1.0,0.0,0.0,68.0,-13.0,-4.0,-1.0,-1.0,1.0,59.0,-11.0,-3.0,-1.0,0.0,0.0,56.0,-11.0,-6.0,-2.0,-1.0,2.0,60.0,-13.0,-3.0,-2.0,0.0,3.0,61.0,-15.0,-3.0,-1.0,-1.0,3.0,63.0,-16.0,-8.0,-1.0,-1.0,2.0,64.0,-14.0,-5.0,-1.0,normal
-10.0,-2.0,27.0,-17.0,8.0,3.0,22.0,-4.0,61.0,-6.0,28.0,1.0,22.0,4.0,62.0,-12.0,24.0,1.0,11.0,-5.0,55.0,-1.0,10.0,0.0,3.0,-13.0,61.0,10.0,-1.0,1.0,6.0,-8.0,57.0,5.0,4.0,0.0,8.0,-3.0,57.0,-1.0,9.0,1.0,0.0,-5.0,60.0,-1.0,-4.0,0.0,-5.0,-4.0,57.0,-4.0,-11.0,1.0,-4.0,-3.0,66.0,-2.0,-8.0,-1.0,1.0,0.0,59.0,-9.0,-6.0,-1.0,-3.0,6.0,64.0,-21.0,-17.0,-3.0,3.0,0.0,59.0,-8.0,-3.0,0.0,-2.0,0.0,60.0,-9.0,-7.0,1.0,-2.0,2.0,61.0,-12.0,-6.0,0.0,collision
-12.0,41.0,-133.0,-150.0,-53.0,-3.0,-10.0,40.0,-136.0,-145.0,-51.0,-3.0,-11.0,39.0,-142.0,-148.0,-54.0,-3.0,-12.0,43.0,-155.0,-158.0,-57.0,-3.0,-12.0,49.0,-169.0,-171.0,-58.0,-4.0,-14.0,51.0,-182.0,-175.0,-64.0,-4.0,-12.0,54.0,-195.0,-184.0,-60.0,-5.0,-15.0,54.0,-216.0,-188.0,-66.0,-4.0,-14.0,59.0,-235.0,-204.0,-66.0,-6.0,-14.0,62.0,-256.0,-213.0,-67.0,-5.0,-13.0,67.0,-278.0,-226.0,-67.0,-6.0,-15.0,68.0,-303.0,-233.0,-71.0,-6.0,-16.0,74.0,-328.0,-247.0,-75.0,-7.0,-15.0,77.0,-359.0,-259.0,-76.0,-7.0,-16.0,83.0,-394.0,-274.0,-79.0,-8.0,fr_collision
-1.0,-1.0,63.0,-3.0,-1.0,0.0,-1.0,-1.0,61.0,-2.0,-2.0,0.0,-1.0,-1.0,63.0,-3.0,0.0,0.0,-1.0,-1.0,64.0,-2.0,0.0,0.0,-1.0,-1.0,63.0,-2.0,-1.0,0.0,-1.0,-1.0,63.0,-3.0,0.0,0.0,-1.0,-1.0,63.0,-2.0,-1.0,0.0,-1.0,-1.0,63.0,-3.0,0.0,0.0,-1.0,-1.0,63.0,-3.0,-1.0,0.0,-1.0,-1.0,63.0,-3.0,0.0,0.0,0.0,0.0,63.0,-3.0,-1.0,0.0,-1.0,-1.0,63.0,-2.0,-1.0,0.0,-1.0,-1.0,63.0,-2.0,-1.0,0.0,-1.0,-1.0,64.0,-2.0,0.0,0.0,-1.0,-1.0,64.0,-3.0,-1.0,0.0,normal
-6.0,27.0,-288.0,140.0,23.0,-2.0,-80.0,162.0,-1077.0,385.0,-38.0,-33.0,-102.0,158.0,-1264.0,543.0,-43.0,-43.0,64.0,-61.0,-95.0,142.0,91.0,15.0,-2.0,3.0,-67.0,93.0,45.0,22.0,7.0,6.0,-90.0,111.0,37.0,-1.0,5.0,6.0,-101.0,112.0,47.0,7.0,4.0,6.0,-108.0,116.0,49.0,8.0,2.0,3.0,-97.0,114.0,45.0,7.0,3.0,2.0,-93.0,110.0,45.0,7.0,4.0,2.0,-91.0,109.0,48.0,7.0,5.0,4.0,-97.0,109.0,52.0,10.0,5.0,5.0,-100.0,110.0,53.0,9.0,4.0,4.0,-99.0,108.0,53.0,10.0,5.0,5.0,-97.0,109.0,53.0,9.0,obstruction
11.0,-3.0,-301.0,-267.0,-88.0,-16.0,28.0,-103.0,-826.0,-278.0,-237.0,6.0,46.0,-217.0,-1218.0,-147.0,-345.0,40.0,17.0,-95.0,-621.0,-164.0,-226.0,40.0,-6.0,10.0,-77.0,-103.0,-56.0,-6.0,-5.0,13.0,-104.0,-129.0,-60.0,-1.0,1.0,6.0,-112.0,-142.0,-66.0,-2.0,1.0,5.0,-111.0,-146.0,-58.0,-5.0,3.0,4.0,-113.0,-146.0,-54.0,-4.0,3.0,4.0,-115.0,-143.0,-58.0,-4.0,1.0,3.0,-116.0,-145.0,-61.0,-5.0,2.0,3.0,-119.0,-149.0,-62.0,-5.0,2.0,3.0,-118.0,-150.0,-60.0,-5.0,2.0,3.0,-117.0,-148.0,-58.0,-5.0,2.0,3.0,-118.0,-148.0,-58.0,-5.0,obstruction
0.0,-2.0,65.0,-4.0,-2.0,0.0,-1.0,-2.0,56.0,-5.0,-3.0,0.0,0.0,0.0,58.0,-9.0,-1.0,0.0,-1.0,-1.0,56.0,-5.0,-3.0,0.0,-2.0,3.0,57.0,-12.0,-4.0,-1.0,-1.0,-2.0,65.0,-5.0,-2.0,0.0,-1.0,2.0,56.0,-9.0,-5.0,0.0,2.0,-2.0,60.0,-2.0,3.0,1.0,0.0,1.0,67.0,-9.0,-2.0,1.0,-1.0,2.0,60.0,-10.0,-5.0,0.0,0.0,-3.0,63.0,-3.0,-1.0,0.0,-1.0,-1.0,73.0,-8.0,-5.0,0.0,-1.0,0.0,57.0,-7.0,-4.0,-1.0,-1.0,0.0,59.0,-8.0,-4.0,-1.0,-1.0,1.0,57.0,-9.0,-4.0,-1.0,normal
-1.0,1.0,58.0,-11.0,-4.0,-1.0,0.0,0.0,64.0,-9.0,-3.0,0.0,0.0,0.0,61.0,-11.0,-2.0,0.0,-1.0,2.0,55.0,-13.0,-3.0,1.0,-1.0,1.0,51.0,-11.0,-4.0,0.0,0.0,3.0,58.0,-13.0,-4.0,0.0,-3.0,5.0,61.0,-18.0,-7.0,-1.0,2.0,1.0,69.0,-10.0,0.0,1.0,-1.0,1.0,61.0,-13.0,-5.0,-1.0,-2.0,3.0,57.0,-15.0,-6.0,-1.0,0.0,-2.0,57.0,-8.0,-4.0,1.0,-1.0,-2.0,58.0,-8.0,-4.0,1.0,-1.0,-1.0,56.0,-10.0,-3.0,0.0,0.0,0.0,57.0,-9.0,-4.0,0.0,-1.0,0.0,57.0,-9.0,-4.0,3.0,normal
-18.0,-9.0,46.0,-4.0,-11.0,-2.0,-6.0,-12.0,62.0,8.0,-16.0,2.0,35.0,20.0,-650.0,-97.0,-427.0,-13.0,68.0,47.0,-1145.0,-131.0,-633.0,-32.0,52.0,25.0,-877.0,-117.0,-530.0,-17.0,-16.0,6.0,0.0,5.0,-45.0,-4.0,-8.0,-16.0,72.0,11.0,-14.0,-1.0,-6.0,1.0,60.0,-12.0,-13.0,-1.0,-10.0,-3.0,58.0,-5.0,-16.0,-1.0,-8.0,-2.0,55.0,-7.0,-14.0,0.0,-5.0,-2.0,58.0,-5.0,-11.0,0.0,-2.0,-1.0,57.0,-7.0,-9.0,-1.0,1.0,2.0,53.0,-10.0,-7.0,0.0,-1.0,2.0,56.0,-11.0,-8.0,-1.0,-1.0,0.0,56.0,-10.0,-8.0,0.0,obstruction
95.0,-4.0,38.0,125.0,111.0,-4.0,17.0,9.0,43.0,-18.0,48.0,-4.0,-29.0,-6.0,55.0,6.0,-45.0,4.0,-8.0,11.0,68.0,-17.0,-8.0,6.0,9.0,13.0,61.0,-18.0,14.0,6.0,-10.0,6.0,68.0,-9.0,-15.0,0.0,-8.0,3.0,74.0,-4.0,-10.0,0.0,3.0,4.0,65.0,-8.0,6.0,1.0,8.0,4.0,61.0,-6.0,11.0,0.0,4.0,-1.0,59.0,1.0,5.0,0.0,-3.0,0.0,61.0,0.0,-5.0,-1.0,-2.0,0.0,67.0,0.0,-7.0,1.0,-3.0,3.0,59.0,-5.0,-4.0,0.0,-3.0,0.0,67.0,-2.0,-7.0,1.0,-3.0,3.0,64.0,-7.0,-6.0,1.0,collision
8.0,4.0,-48.0,-86.0,-23.0,-5.0,13.0,7.0,-76.0,-114.0,-26.0,-11.0,18.0,9.0,-95.0,-140.0,-29.0,-16.0,19.0,17.0,-124.0,-189.0,-44.0,-21.0,16.0,19.0,-117.0,-183.0,-46.0,-19.0,13.0,17.0,-107.0,-176.0,-46.0,-17.0,12.0,15.0,-103.0,-172.0,-47.0,-13.0,12.0,17.0,-98.0,-167.0,-47.0,-14.0,11.0,16.0,-97.0,-165.0,-47.0,-16.0,11.0,16.0,-95.0,-163.0,-47.0,-15.0,10.0,16.0,-94.0,-161.0,-47.0,-15.0,10.0,16.0,-91.0,-160.0,-47.0,-14.0,10.0,17.0,-90.0,-159.0,-47.0,-14.0,10.0,16.0,-89.0,-158.0,-47.0,-14.0,9.0,16.0,-88.0,-157.0,-47.0,-14.0,obstruction
-8.0,20.0,-5.0,-26.0,-10.0,-1.0,-10.0,22.0,-4.0,-22.0,-9.0,-2.0,-10.0,17.0,-4.0,-16.0,-10.0,-1.0,-9.0,15.0,0.0,-11.0,-6.0,0.0,-3.0,19.0,-21.0,12.0,21.0,-2.0,-38.0,130.0,-786.0,191.0,315.0,29.0,-30.0,139.0,-1235.0,472.0,601.0,39.0,-31.0,31.0,-39.0,-11.0,-3.0,3.0,-14.0,18.0,-21.0,24.0,22.0,8.0,-3.0,14.0,5.0,6.0,5.0,-4.0,-6.0,8.0,3.0,12.0,4.0,-1.0,-3.0,3.0,4.0,16.0,6.0,-2.0,0.0,5.0,10.0,17.0,6.0,-3.0,-3.0,5.0,10.0,14.0,2.0,-2.0,-3.0,3.0,10.0,16.0,4.0,-3.0,obstruction
61.0,24.0,-386.0,-397.0,-30.0,-61.0,65.0,32.0,-438.0,-467.0,-48.0,-69.0,61.0,37.0,-411.0,-460.0,-47.0,-66.0,58.0,39.0,-378.0,-438.0,-42.0,-64.0,53.0,38.0,-364.0,-423.0,-42.0,-62.0,53.0,38.0,-353.0,-416.0,-41.0,-61.0,51.0,37.0,-348.0,-411.0,-43.0,-61.0,50.0,37.0,-342.0,-407.0,-42.0,-60.0,50.0,37.0,-336.0,-403.0,-42.0,-59.0,49.0,36.0,-332.0,-401.0,-41.0,-58.0,49.0,37.0,-331.0,-397.0,-42.0,-58.0,49.0,37.0,-328.0,-395.0,-42.0,-58.0,48.0,36.0,-325.0,-393.0,-41.0,-57.0,48.0,36.0,-324.0,-391.0,-41.0,-57.0,48.0,36.0,-322.0,-389.0,-42.0,-56.0,obstruction
-13.0,-12.0,-558.0,-450.0,-108.0,21.0,-19.0,-69.0,-738.0,-430.0,-128.0,23.0,-20.0,-148.0,-923.0,-396.0,-156.0,36.0,-32.0,-176.0,-1168.0,-495.0,-210.0,52.0,-36.0,-192.0,-1286.0,-560.0,-232.0,55.0,27.0,-68.0,-588.0,-331.0,-39.0,17.0,-6.0,-72.0,-588.0,-378.0,-65.0,2.0,1.0,-35.0,-603.0,-403.0,-68.0,13.0,3.0,-48.0,-581.0,-381.0,-52.0,6.0,1.0,-46.0,-598.0,-397.0,-57.0,6.0,2.0,-49.0,-590.0,-390.0,-64.0,10.0,2.0,-46.0,-594.0,-393.0,-60.0,8.0,2.0,-47.0,-584.0,-387.0,-56.0,8.0,2.0,-45.0,-586.0,-386.0,-58.0,8.0,1.0,-45.0,-581.0,-383.0,-59.0,8.0,obstruction
185.0,105.0,118.0,-180.0,374.0,12.0,-10.0,5.0,75.0,-36.0,34.0,-2.0,-1.0,-4.0,43.0,1.0,-8.0,0.0,-10.0,-2.0,64.0,3.0,-19.0,0.0,0.0,-2.0,66.0,1.0,0.0,0.0,0.0,1.0,58.0,-5.0,2.0,-1.0,0.0,-5.0,61.0,2.0,-2.0,1.0,0.0,-4.0,57.0,1.0,-4.0,0.0,-1.0,-1.0,59.0,-1.0,-4.0,0.0,-1.0,1.0,64.0,-5.0,-6.0,1.0,0.0,0.0,67.0,-6.0,-3.0,0.0,-4.0,0.0,61.0,-5.0,-7.0,0.0,-3.0,1.0,60.0,-6.0,-4.0,0.0,-1.0,0.0,57.0,-4.0,-4.0,-1.0,1.0,1.0,65.0,-6.0,2.0,0.0,collision
-1.0,-1.0,63.0,-3.0,0.0,0.0,-1.0,-1.0,63.0,-3.0,0.0,0.0,-1.0,-1.0,63.0,-2.0,-1.0,0.0,-2.0,1.0,52.0,-6.0,-3.0,0.0,1.0,-7.0,68.0,6.0,2.0,0.0,-1.0,-1.0,63.0,-5.0,-1.0,0.0,0.0,2.0,64.0,-5.0,1.0,0.0,-3.0,4.0,57.0,-8.0,-3.0,0.0,0.0,-3.0,65.0,1.0,0.0,0.0,0.0,-3.0,61.0,-1.0,-1.0,0.0,-1.0,0.0,57.0,-5.0,-3.0,0.0,0.0,-3.0,70.0,0.0,1.0,0.0,-2.0,2.0,58.0,-8.0,-4.0,-1.0,-1.0,0.0,70.0,-5.0,-2.0,-1.0,-1.0,0.0,64.0,-5.0,0.0,-1.0,normal
24.0,53.0,79.0,-200.0,109.0,2.0,69.0,14.0,48.0,-40.0,100.0,0.0,15.0,-14.0,55.0,24.0,11.0,2.0,-9.0,-20.0,62.0,19.0,-16.0,2.0,11.0,-8.0,53.0,6.0,13.0,0.0,10.0,2.0,66.0,-6.0,13.0,0.0,-8.0,4.0,68.0,-10.0,-8.0,1.0,-12.0,5.0,58.0,-10.0,-18.0,1.0,1.0,6.0,59.0,-11.0,1.0,0.0,3.0,3.0,64.0,-9.0,4.0,0.0,-2.0,1.0,71.0,-6.0,-3.0,0.0,2.0,1.0,59.0,-6.0,3.0,0.0,1.0,2.0,63.0,-7.0,-1.0,0.0,-3.0,-1.0,61.0,-4.0,-5.0,-1.0,-3.0,-2.0,64.0,-3.0,-5.0,-1.0,collision
0.0,-1.0,69.0,-4.0,2.0,-1.0,-3.0,4.0,60.0,-12.0,-4.0,0.0,0.0,0.0,69.0,-5.0,-1.0,0.0,-1.0,3.0,67.0,-11.0,-2.0,1.0,-2.0,2.0,61.0,-9.0,-5.0,0.0,0.0,-5.0,59.0,0.0,-1.0,0.0,0.0,-5.0,60.0,0.0,1.0,0.0,-2.0,1.0,57.0,-6.0,-3.0,0.0,-2.0,2.0,61.0,-9.0,-5.0,-1.0,-1.0,3.0,68.0,-9.0,-4.0,0.0,-2.0,4.0,60.0,-10.0,-5.0,0.0,1.0,2.0,66.0,-10.0,1.0,-1.0,-1.0,-1.0,58.0,-5.0,2.0,0.0,1.0,-4.0,52.0,0.0,4.0,0.0,-1.0,-2.0,54.0,-3.0,-3.0,-1.0,normal
